features,auc,return
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'pos_neg_ratio')",0.6687710437710438,3.240368374723092
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_total_ratio')",0.7146464646464646,3.239114695926043
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.7028619528619529,3.239114695926043
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'neutral_count')",0.6510942760942762,3.2280999133959405
"('eps_surprise_pct', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6944444444444445,3.0155185877954196
"('eps_surprise_pct', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7011784511784511,3.0155185877954196
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.7209595959595959,3.0155185877954196
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7226430976430976,3.0155185877954196
"('eps_surprise_pct', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6944444444444445,3.0155185877954196
"('eps_surprise_pct', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7011784511784511,3.0155185877954196
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.702861952861953,3.0155185877954196
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.7209595959595959,3.0155185877954196
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7226430976430976,3.0155185877954196
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.702861952861953,3.0155185877954196
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6999158249158249,2.9175411497222465
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.720959595959596,2.9175411497222465
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6999158249158249,2.9175411497222465
"('eps_surprise_pct', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.720959595959596,2.9175411497222465
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6948653198653199,2.9175411497222465
"('eps_surprise_pct', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6948653198653199,2.9175411497222465
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count', 'pos_total_ratio')",0.7297979797979798,2.7989453772592356
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'neutral_count', 'pos_neg_ratio')",0.6948653198653199,2.753565788961306
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'neutral_count', 'pos_total_ratio')",0.6637205387205387,2.7412770680546434
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'pos_neg_ratio', 'pos_total_ratio')",0.7352693602693603,2.7021174909644
"('eps_surprise_pct', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6936026936026936,2.6806352649897063
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.7100168350168351,2.662766988402041
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7302188552188552,2.662766988402041
"('eps_surprise_pct', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7218013468013468,2.662766988402041
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.7100168350168351,2.662766988402041
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7218013468013468,2.662766988402041
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7302188552188552,2.662766988402041
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.7041245791245792,2.6549947139279406
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.7041245791245792,2.6549947139279406
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6822390572390572,2.654404735170086
"('eps_surprise_pct', 'macd_diff', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6822390572390572,2.654404735170086
"('eps_surprise_pct', 'sentiment_label_encoded', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7293771043771043,2.651450570316111
"('eps_surprise_pct', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.7091750841750841,2.651450570316111
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count')",0.7070707070707071,2.641823806893522
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'positive_count', 'pos_total_ratio')",0.7104377104377105,2.640212577459379
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.6986531986531987,2.5973893160386625
"('eps_surprise_pct', 'day_of_week', 'sentiment_label_encoded', 'positive_count', 'neutral_count')",0.67003367003367,2.5799703204260687
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.7125420875420875,2.573296528386811
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6641414141414143,2.557392740717552
"('eps_surprise_pct', 'macd_diff', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6641414141414143,2.557392740717552
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio')",0.6990740740740741,2.5488130305633274
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio')",0.6990740740740741,2.5488130305633274
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'negative_count', 'pos_neg_ratio')",0.696969696969697,2.5443491294108824
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'neutral_count', 'pos_total_ratio')",0.6923400673400674,2.5182318092636726
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count')",0.6982323232323231,2.511292044331895
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count')",0.6982323232323231,2.511292044331895
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6990740740740741,2.511292044331895
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6990740740740741,2.511292044331895
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'pos_total_ratio')",0.6734006734006734,2.5010287831076337
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7243265993265994,2.4985893987876713
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.6914983164983165,2.4735739517348323
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.7011784511784512,2.4703122337922663
"('eps_surprise_pct', 'prior_return_5d', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.7011784511784512,2.4703122337922663
"('eps_surprise_pct', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.704124579124579,2.4497323707968732
"('eps_surprise_pct', 'positive_count', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.704124579124579,2.4497323707968732
"('eps_surprise_pct', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.6687710437710438,2.428680210010351
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6784511784511784,2.3880783627403255
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_label_encoded', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6784511784511784,2.3880783627403255
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count')",0.6712962962962964,2.3870327759466043
"('eps_surprise_pct', 'macd_diff', 'positive_count', 'neutral_count', 'negative_count')",0.6712962962962964,2.3870327759466043
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6973905723905723,2.3710248244146905
"('eps_surprise_pct', 'rsi_5d', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6973905723905723,2.3710248244146905
"('eps_surprise_pct', 'rsi_5d', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6805555555555556,2.3707638196483214
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6805555555555556,2.3707638196483214
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count')",0.7083333333333334,2.359627875440693
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'negative_count', 'pos_neg_ratio')",0.694023569023569,2.3574137032187217
"('eps_surprise_pct', 'rsi_5d', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7041245791245792,2.354457782671652
"('eps_surprise_pct', 'rsi_5d', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7024410774410775,2.354457782671652
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7024410774410775,2.354457782671652
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7041245791245792,2.354457782671652
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.7024410774410774,2.354457782671652
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.7024410774410774,2.354457782671652
"('eps_surprise_pct', 'rsi_5d', 'positive_count', 'neutral_count', 'negative_count')",0.6797138047138047,2.322868233860127
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count')",0.6797138047138047,2.322868233860127
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'negative_count')",0.6927609427609427,2.3099416590561788
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'negative_count')",0.7205387205387206,2.307788901280137
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7112794612794613,2.3001993181275484
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6948653198653199,2.295327723068451
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.7095959595959596,2.2902707661190247
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'negative_count', 'pos_total_ratio')",0.7095959595959596,2.2902707661190247
"('eps_surprise_pct', 'prior_return_5d', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6847643097643098,2.2728814060582323
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6847643097643098,2.2728814060582323
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'neutral_count', 'negative_count')",0.6536195286195287,2.2414703234827447
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'neutral_count', 'negative_count')",0.6426767676767676,2.2305211768739723
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.6679292929292929,2.2302329140401453
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.6679292929292929,2.2302329140401453
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'neutral_count', 'negative_count')",0.6569865319865319,2.2211287053729345
"('eps_surprise_pct', 'day_of_week', 'sentiment_label_encoded', 'positive_count', 'pos_neg_ratio')",0.7015993265993266,2.213997807432278
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6839225589225589,2.191999913074113
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6864478114478114,2.191999913074113
"('eps_surprise_pct', 'rsi_5d', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6864478114478114,2.191999913074113
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6839225589225589,2.191999913074113
"('eps_surprise_pct', 'prior_return_5d', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7167508417508418,2.189839198379029
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6788720538720538,2.184296128096519
"('eps_surprise_pct', 'prior_return_5d', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6788720538720538,2.184296128096519
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_score', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.7125420875420876,2.1794083210077275
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'positive_count', 'neutral_count')",0.6717171717171717,2.1714729403841764
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'neutral_count')",0.6717171717171717,2.1714729403841764
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count')",0.6776094276094277,2.168849157303193
"('eps_surprise_pct', 'prior_return_5d', 'positive_count', 'neutral_count', 'negative_count')",0.6776094276094277,2.168849157303193
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'neutral_count')",0.7230639730639731,2.1679308038348255
"('eps_surprise_pct', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count')",0.6776094276094277,2.163948654197783
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_score', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7297979797979798,2.1544320620381647
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.720959595959596,2.1466834408339306
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.720959595959596,2.1466834408339306
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6864478114478115,2.1385130598339623
"('eps_surprise_pct', 'macd_diff', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6864478114478115,2.1385130598339623
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7041245791245792,2.138108605270295
"('eps_surprise_pct', 'prior_return_5d', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7041245791245792,2.138108605270295
"('eps_surprise_pct', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6927609427609427,2.1369615050642508
"('eps_surprise_pct', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6927609427609427,2.1369615050642508
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7091750841750841,2.1346822787759385
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7091750841750841,2.1346822787759385
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6801346801346801,2.1303236857622165
"('eps_surprise_pct', 'macd_diff', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6801346801346801,2.1303236857622165
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.7007575757575757,2.126888921690248
"('eps_surprise_pct', 'prior_return_5d', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.7007575757575757,2.126888921690248
"('eps_surprise_pct', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6906565656565656,2.1143321286659758
"('eps_surprise_pct', 'sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6906565656565656,2.1143321286659758
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count')",0.7142255892255892,2.099171204376035
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'positive_count', 'neutral_count', 'negative_count')",0.7028619528619529,2.0957345679195867
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count')",0.7028619528619529,2.0957345679195867
"('eps_surprise_pct', 'macd_diff', 'sentiment_score', 'positive_count', 'negative_count')",0.6944444444444444,2.088468592101394
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'negative_count')",0.6944444444444444,2.088468592101394
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'pos_total_ratio')",0.7184343434343434,2.0879191934395833
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count')",0.7138047138047138,2.0879191934395833
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'pos_total_ratio')",0.7091750841750841,2.0833268049624514
"('eps_surprise_pct', 'prior_return_5d', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.7117003367003367,2.0680675632803673
"('eps_surprise_pct', 'macd_diff', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6826599326599326,2.063527839457042
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6826599326599326,2.063527839457042
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'positive_count', 'neutral_count')",0.6654040404040403,2.0626540778392397
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count')",0.6654040404040404,2.0595243089624122
"('eps_surprise_pct', 'macd_diff', 'raw_sentiment_score', 'positive_count', 'neutral_count')",0.6654040404040404,2.0595243089624122
"('eps_surprise_pct', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'pos_neg_ratio')",0.7146464646464646,2.0594249242476805
"('eps_surprise_pct', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7091750841750841,2.05885393122157
"('eps_surprise_pct', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7091750841750841,2.05885393122157
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_score', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.7167508417508417,2.05289199307184
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7297979797979798,2.0523695061334495
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_score', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7297979797979799,2.0523695061334495
"('eps_surprise_pct', 'day_of_week', 'raw_sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.688973063973064,2.050107988681084
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6957070707070707,2.049427052922917
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6898148148148149,2.049427052922917
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6914983164983165,2.049427052922917
"('eps_surprise_pct', 'rsi_5d', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6957070707070707,2.049427052922917
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6898148148148149,2.049427052922917
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6914983164983165,2.049427052922917
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'neutral_count', 'pos_total_ratio')",0.6704545454545454,2.048420285419213
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'positive_count', 'pos_neg_ratio')",0.7171717171717171,2.047584498392854
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'neutral_count')",0.7007575757575757,2.0468861339082034
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'positive_count', 'pos_total_ratio')",0.6923400673400674,2.0468861339082034
"('eps_surprise_pct', 'rsi_5d', 'raw_sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6965488215488215,2.0468861339082034
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count')",0.7007575757575757,2.0468861339082034
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6965488215488215,2.0468861339082034
"('eps_surprise_pct', 'rsi_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'pos_total_ratio')",0.6923400673400674,2.0468861339082034
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'neutral_count', 'negative_count')",0.7121212121212122,2.040405935718072
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'neutral_count', 'negative_count')",0.7121212121212122,2.040405935718072
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.7188552188552187,2.0345763290768955
"('eps_surprise_pct', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'positive_count', 'pos_total_ratio')",0.6632996632996634,2.0302608980916608
"('eps_surprise_pct', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'neutral_count', 'pos_total_ratio')",0.6590909090909092,2.0302608980916608
"('eps_surprise_pct', 'macd_diff', 'day_of_week', 'positive_count', 'pos_total_ratio')",0.6632996632996634,2.0302608980916608
"('eps_surprise_pct', 'macd_diff', 'day_of_week', 'neutral_count', 'pos_total_ratio')",0.6590909090909092,2.0302608980916608
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_score', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.728956228956229,2.0139690087630644
